"Lead.Number","Lead.Origin","Lead.Source","Do.Not.Email","Do.Not.Call","Converted","TotalVisits","Time.on.Web","Page.Views.Per.Visit","Last.Activity","Country","Specialization","Hear.About","Occupation","Tags","Lead.Quality","Lead.Profile","City","Asymmetrique.Activity.Index","Asymmetrique.Profile.Index","Asymmetrique.Activity.Score","Asymmetrique.Profile.Score","Last.Notable.Activity","Lead.Score","Lead.Type"
646366,"Landing Page Submission","Organic Search","No","No",1,18,1569,4.5,"SMS Sent","India","Travel and Tourism","Other","Working Professional","Will revert after reading the email","Might be","Select","Mumbai","01.High","02.Medium",17,16,"SMS Sent",96,1
646363,"API","Google","No","No",0,3,491,1.5,"Email Opened","India","Marketing Management","Select","Unemployed","Interested in other courses","High in Relevance","Potential Lead","Other Cities","02.Medium","02.Medium",13,16,"Email Opened",29,0
646360,"API","Google","No","No",1,3,881,1.5,"Email Opened","India","Select","Select","Unemployed","Will revert after reading the email","Low in Relevance","Potential Lead","Mumbai","02.Medium","01.High",14,17,"Email Opened",74,1
646355,"API","Google","No","No",1,5,954,1.67,"Email Opened","India","Select","Select","Unemployed","Interested in other courses","Might be","Select","Select","02.Medium","02.Medium",13,15,"Email Opened",15,0
646335,"API","Google","No","No",0,2,1152,2,"SMS Sent","India","Marketing Management","Select","Unemployed","Will revert after reading the email","High in Relevance","Select","Mumbai","02.Medium","02.Medium",14,15,"Modified",57,1
646334,"Landing Page Submission","Google","No","No",1,2,1392,2,"Email Opened","India","Finance Management","Online Search","Unemployed","Already a student","Not Sure","Select","Thane & Outskirts","02.Medium","01.High",15,17,"Email Opened",13,0
646330,"API","Organic Search","No","No",1,3,1557,3,"SMS Sent","India","Human Resource Management","Select","Working Professional","Will revert after reading the email","Might be","Select","Select","02.Medium","02.Medium",15,15,"SMS Sent",96,1
646329,"Landing Page Submission","Direct Traffic","No","No",0,2,76,2,"Email Link Clicked","India","Human Resource Management","Select","Unemployed","Ringing","Not Sure","Other Leads","Other Cities","03.Low","02.Medium",12,16,"Modified",0,0
646285,"API","Google","No","No",0,4,113,4,"Email Link Clicked","India","Select","Select","Unemployed","Ringing","Not Sure","Select","Select","03.Low","02.Medium",11,15,"Email Link Clicked",0,0
646276,"API","Google","No","No",0,6,63,6,"Email Opened","India","Select","Select","Unemployed","Interested in other courses","Low in Relevance","Select","Select","03.Low","02.Medium",10,15,"Email Opened",22,0
646241,"Landing Page Submission","Google","No","No",1,3,512,3,"SMS Sent","India","Business Administration","Multiple Sources","Unemployed","Will revert after reading the email","Might be","Select","Other Cities","02.Medium","02.Medium",14,16,"SMS Sent",86,1
646238,"Landing Page Submission","Direct Traffic","No","No",0,3,224,3,"Olark Chat Conversation","India","Supply Chain Management","Select","Unemployed","Interested in other courses","Low in Relevance","Select","Mumbai","02.Medium","01.High",15,18,"Olark Chat Conversation",13,0
646231,"Landing Page Submission","Direct Traffic","No","No",0,3,231,3,"Email Opened","India","Human Resource Management","Select","Unemployed","opp hangup","Not Sure","Other Leads","Other Cities","02.Medium","02.Medium",15,16,"Email Opened",10,0
646227,"API","Google","No","No",0,4,422,4,"Email Opened","India","Select","Select","Unemployed","Interested in other courses","Not Sure","Select","Select","02.Medium","02.Medium",15,15,"Modified",0,0
646207,"Landing Page Submission","Direct Traffic","No","No",1,6,1343,3,"SMS Sent","India","Marketing Management","Select","Unemployed","Ringing","Might be","Select","Mumbai","02.Medium","01.High",14,18,"SMS Sent",34,0
646199,"API","Google","No","No",1,3,1117,1.5,"Email Opened","India","Marketing Management","Select","Working Professional","Will revert after reading the email","Low in Relevance","Select","Select","02.Medium","02.Medium",14,15,"Email Opened",77,1
646191,"Landing Page Submission","Google","No","No",1,2,230,2,"Email Opened","India","Healthcare Management","Word Of Mouth","Working Professional","Will revert after reading the email","Might be","Select","Other Metro Cities","02.Medium","02.Medium",14,13,"Email Opened",70,1
646189,"API","Organic Search","No","No",1,5,908,5,"SMS Sent","India","Select","Select","Unemployed","Will revert after reading the email","Not Sure","Select","Select","02.Medium","02.Medium",14,15,"SMS Sent",78,1
646182,"Landing Page Submission","Direct Traffic","No","No",1,2,179,2,"Email Opened","India","Business Administration","Select","Unemployed","Already a student","Might be","Select","Other Metro Cities","02.Medium","02.Medium",14,16,"Email Opened",21,0
646181,"API","Google","No","No",0,2,200,2,"Email Opened","India","Select","Select","Unemployed","Ringing","Might be","Select","Select","02.Medium","02.Medium",13,15,"Email Opened",8,0
646170,"API","Google","No","No",1,3,1360,1.5,"SMS Sent","India","Select","Select","Unemployed","in touch with EINS","Not Sure","Select","Select","02.Medium","02.Medium",13,15,"SMS Sent",44,0
646086,"API","Google","No","No",1,2,1165,2,"SMS Sent","India","Finance Management","Select","Unemployed","Will revert after reading the email","Low in Relevance","Potential Lead","Mumbai","02.Medium","01.High",15,18,"SMS Sent",100,1
646076,"Landing Page Submission","Direct Traffic","No","No",1,6,1121,2,"Email Opened","India","Media and Advertising","Online Search","Unemployed","Will revert after reading the email","High in Relevance","Potential Lead","Other Cities","01.High","01.High",16,17,"Email Opened",73,1
646068,"Landing Page Submission","Direct Traffic","No","No",1,2,1579,2,"Email Opened","India","Media and Advertising","Select","Working Professional","Will revert after reading the email","Might be","Potential Lead","Mumbai","02.Medium","01.High",14,19,"Email Opened",78,1
646014,"API","Google","No","No",0,2,138,2,"Email Opened","India","Select","Select","Unemployed","Ringing","Not Sure","Select","Select","02.Medium","02.Medium",14,15,"Email Opened",0,0
646010,"Landing Page Submission","Direct Traffic","No","No",0,4,48,4,"Email Opened","India","IT Projects Management","Student of SomeSchool","Unemployed","Ringing","Not Sure","Select","Mumbai","01.High","02.Medium",16,15,"Email Opened",0,0
646003,"Landing Page Submission","Google","No","No",0,4,113,4,"SMS Sent","India","Banking, Investment And Insurance","Student of SomeSchool","Unemployed","Will revert after reading the email","Low in Relevance","Select","Mumbai","02.Medium","01.High",14,18,"SMS Sent",93,1
646001,"Landing Page Submission","Direct Traffic","No","No",1,2,942,2,"Email Opened","India","Operations Management","Select","Unemployed","Will revert after reading the email","High in Relevance","Potential Lead","Thane & Outskirts","02.Medium","01.High",15,19,"Email Opened",73,1
645967,"Landing Page Submission","Organic Search","No","No",0,5,61,5,"Email Opened","India","Travel and Tourism","Select","Unemployed","Will revert after reading the email","Worst","Select","Other Cities","02.Medium","02.Medium",14,14,"Email Opened",50,0
645960,"Landing Page Submission","Direct Traffic","No","No",0,3,21,3,"Email Link Clicked","India","Human Resource Management","Select","Unemployed","Already a student","Worst","Student of SomeSchool","Mumbai","01.High","01.High",16,18,"Email Link Clicked",1,0
645948,"Landing Page Submission","Google","No","No",0,13,254,3.25,"Email Opened","India","Travel and Tourism","Social Media","Unemployed","Ringing","Not Sure","Select","Other Cities","02.Medium","02.Medium",14,14,"Email Opened",0,0
645946,"Landing Page Submission","Direct Traffic","No","No",0,3,505,3,"Email Link Clicked","India","Human Resource Management","Select","Unemployed","Ringing","Might be","Select","Mumbai","02.Medium","01.High",13,18,"Email Link Clicked",3,0
645927,"API","Google","No","No",1,4,1874,4,"SMS Sent","India","Marketing Management","Online Search","Unemployed","Will revert after reading the email","Low in Relevance","Potential Lead","Mumbai","02.Medium","01.High",14,18,"SMS Sent",100,1
645914,"Landing Page Submission","Organic Search","No","No",0,9,1208,9,"Email Opened","India","Hospitality Management","Select","Unemployed","Interested in other courses","Worst","Select","Tier II Cities","02.Medium","02.Medium",13,14,"Email Opened",6,0
645889,"Landing Page Submission","Direct Traffic","No","No",1,5,788,5,"Email Opened","India","Marketing Management","Word Of Mouth","Unemployed","Will revert after reading the email","High in Relevance","Potential Lead","Other Metro Cities","02.Medium","01.High",14,18,"Email Opened",73,1
645887,"Landing Page Submission","Direct Traffic","No","No",1,2,71,2,"Email Opened","India","Finance Management","Select","Working Professional","Will revert after reading the email","Might be","Potential Lead","Other Cities of Maharashtra","02.Medium","01.High",15,19,"Email Opened",78,1
645875,"Landing Page Submission","Organic Search","No","No",1,6,788,6,"SMS Sent","India","Banking, Investment And Insurance","Select","Unemployed","Will revert after reading the email","Might be","Select","Other Cities of Maharashtra","02.Medium","01.High",14,17,"SMS Sent",86,1
645843,"Landing Page Submission","Organic Search","No","No",0,5,285,5,"Email Opened","India","Business Administration","Select","Unemployed","Graduation in progress","Might be","Select","Select","03.Low","01.High",12,17,"Email Opened",17,0
645840,"Landing Page Submission","Direct Traffic","No","No",1,2,1008,2,"Email Link Clicked","India","Marketing Management","Select","Unemployed","Lost to EINS","Might be","Select","Mumbai","02.Medium","01.High",13,18,"Email Link Clicked",73,1
645818,"Landing Page Submission","Direct Traffic","No","No",0,1,471,1,"Converted to Lead","India","IT Projects Management","Word Of Mouth","Unemployed","opp hangup","High in Relevance","Potential Lead","Mumbai","01.High","01.High",16,17,"Modified",19,0
645814,"Landing Page Submission","Direct Traffic","No","No",0,3,117,3,"Page Visited on Website","India","Hospitality Management","Select","Unemployed","Will revert after reading the email","High in Relevance","Select","Other Metro Cities","02.Medium","02.Medium",15,13,"Modified",57,1
645806,"Landing Page Submission","Organic Search","No","No",0,9,296,9,"Email Opened","India","Human Resource Management","Select","Unemployed","switched off","Not Sure","Other Leads","Mumbai","02.Medium","01.High",14,18,"Email Opened",6,0
645802,"Landing Page Submission","Google","No","No",0,4,526,4,"SMS Sent","India","Operations Management","Online Search","Unemployed","switched off","Not Sure","Select","Mumbai","03.Low","01.High",12,18,"SMS Sent",28,0
645785,"Landing Page Submission","Google","No","No",1,2,189,2,"Email Opened","India","Finance Management","Word Of Mouth","Unemployed","Will revert after reading the email","High in Relevance","Potential Lead","Mumbai","02.Medium","01.High",14,20,"Email Opened",73,1
645773,"API","Google","No","No",1,2,369,2,"Email Opened","India","Select","Select","Unemployed","Will revert after reading the email","High in Relevance","Potential Lead","Mumbai","02.Medium","01.High",15,17,"Email Opened",73,1
645763,"Landing Page Submission","Direct Traffic","No","No",1,1,42,1,"Converted to Lead","India","Business Administration","Select","Unemployed","Ringing","Not Sure","Select","Mumbai","02.Medium","01.High",15,18,"Modified",0,0
645735,"Landing Page Submission","Organic Search","No","No",1,11,608,11,"SMS Sent","India","Supply Chain Management","Select","Unemployed","Closed by Horizzon","High in Relevance","Select","Mumbai","01.High","01.High",16,18,"SMS Sent",100,1
645710,"Landing Page Submission","Direct Traffic","No","No",0,11,1236,11,"SMS Sent","India","Business Administration","Other","Unemployed","Will revert after reading the email","Might be","Select","Mumbai","02.Medium","01.High",14,18,"Modified",51,1
645703,"Landing Page Submission","Referral Sites","No","No",1,6,1689,6,"Email Opened","India","Supply Chain Management","Online Search","Working Professional","Will revert after reading the email","Might be","Potential Lead","Other Cities","02.Medium","02.Medium",14,16,"Email Opened",78,1
645699,"Landing Page Submission","Direct Traffic","No","No",0,4,322,4,"SMS Sent","India","Banking, Investment And Insurance","Select","Unemployed","switched off","Might be","Select","Thane & Outskirts","02.Medium","01.High",14,17,"SMS Sent",36,0
645690,"API","Direct Traffic","No","No",1,6,1408,3,"Email Opened","India","Select","Select","Unemployed","Will revert after reading the email","Might be","Select","Select","02.Medium","02.Medium",14,15,"Email Opened",60,1
645671,"API","Google","No","No",0,2,59,2,"Email Opened","India","Human Resource Management","Select","Unemployed","Ringing","High in Relevance","Potential Lead","Select","02.Medium","02.Medium",13,15,"Email Opened",21,0
645662,"Landing Page Submission","Organic Search","No","No",0,8,550,2.67,"Email Opened","India","Travel and Tourism","Select","Unemployed","Will revert after reading the email","Might be","Select","Other Metro Cities","02.Medium","02.Medium",14,14,"Email Opened",60,1
645659,"Landing Page Submission","Direct Traffic","No","No",0,2,963,2,"Email Opened","India","Human Resource Management","Select","Unemployed","Ringing","Might be","Select","Thane & Outskirts","02.Medium","01.High",14,17,"Email Opened",8,0
645657,"API","Google","No","No",1,2,923,1,"Email Opened","India","Select","Select","Unemployed","Will revert after reading the email","Low in Relevance","Select","Select","02.Medium","02.Medium",15,15,"Email Opened",66,1
645640,"Landing Page Submission","Organic Search","No","No",1,4,1121,4,"SMS Sent","India","Supply Chain Management","Select","Unemployed","Will revert after reading the email","Worst","Select","Select","02.Medium","01.High",15,17,"SMS Sent",76,1
